,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,CV,PC,V,DE,GS,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
290,5,111309,15,284,3,6,8.4,6.88,1.12,10.16,True,gustavo-martins,Gustavo Martins,G. Martins,Gustavo Martins de Souza Santos,0,1,10,8,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
291,0,112616,15,284,1,6,0.0,-3.0,0.0,3.83,False,gabriel-grando,Gabriel Grando,G. Grando,Gabriel Hamester Grando,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
292,7,72801,15,286,3,7,1.4,0.65,-0.35,2.78,True,wilker-angel,Wilker Ángel,W. Ángel,Wílker José Ángel Romero,0,2,2,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
293,11,95131,15,286,5,7,5.8,5.3,-0.39,9.22,True,gabriel-taliari,Gabriel Taliari,G. Taliari,Gabriel Pereira Taliari,2,0,11,15,4,6,16,2,3,0,1,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
294,12,80129,15,286,4,7,2.8,3.58,-0.31,6.12,True,jadson,Jadson,Jadson,Jadson Alves dos Santos,1,4,22,17,3,2,20,0,2,0,0,0,0,1,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
295,10,63110,15,286,2,6,0.0,2.89,-0.77,5.43,True,alan-ruschel,Alan Ruschel,A. Ruschel,Alan Luciano Ruschel,0,2,10,8,0,0,17,0,2,2,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
296,7,103764,15,286,5,7,1.0,1.21,0.1,3.98,True,gabriel-veron,Gabriel Veron,G. Veron,Gabriel Veron Fonseca de Souza,0,0,3,1,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
297,7,122861,15,286,3,7,-0.3,2.37,-0.19,4.81,True,abner,Abner,Abner,Abner Salles da Silva,1,1,4,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
298,8,115594,15,286,2,3,-2.3,2.53,-1.29,3.18,True,marcos-paulo,Marcos Paulo,M. Paulo,Marcos Paulo Lima Batista Silva,0,2,11,10,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
299,12,111407,15,286,4,7,7.3,4.69,0.36,7.25,True,luis-mandaca,Luis Mandaca,L. Mandaca,Luis Gustavo da Silva Machado Duarte,0,1,22,20,2,8,21,1,1,0,1,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
300,6,86820,15,286,2,7,2.2,3.1,-1.11,4.36,True,reginaldo,Reginaldo,Reginaldo,Reginaldo Lopes de Jesus,1,1,2,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
301,5,91509,15,286,3,6,0.0,2.04,0.0,4.25,False,rodrigo-sam,Rodrigo Sam,R. Sam,Rodrigo Eduardo da Silva,0,2,8,8,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
302,7,90588,15,286,4,7,3.9,2.9,0.43,4.83,True,caique,Caíque,Caíque,Caique de Jesus Gonçalves,0,2,13,10,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
303,5,104253,15,286,3,6,0.0,2.22,0.0,5.51,False,adriano-martins,Adriano Martins,A. Martins,Adriano Martins da Fonseca,0,1,4,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
304,0,117336,15,286,3,5,0.0,0.0,0.0,4.0,False,cipriano,Cipriano,Cipriano,João Luiz da Silva Cipriano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
305,0,91627,15,286,4,6,0.0,0.0,0.0,3.0,False,dudu-vieira,Dudu Vieira,D. Vieira,Carlos Eduardo de Souza Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
306,14,87225,15,280,3,7,1.4,4.78,-0.16,8.18,True,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,1,2,18,9,2,4,12,0,0,5,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
307,13,93882,15,280,1,7,0.3,4.91,-0.42,7.44,True,cleiton,Cleiton,Cleiton,Cleiton Schwengber,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,41,14,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
308,14,70360,15,280,5,7,0.0,4.55,0.0,8.26,False,eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,1,3,5,4,10,10,17,3,1,0,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
309,0,104588,15,280,1,5,0.0,0.0,0.0,2.0,False,fabricio,Fabrício,Fabrício,Fabrício Oliveira de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
310,13,78605,15,280,4,7,0.0,3.77,0.0,6.06,False,gabriel,Gabriel,Gabriel,Gabriel Girotto Franco,0,3,25,20,1,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
311,2,106160,15,280,1,6,0.0,7.6,0.0,7.09,False,lucao,Lucão,Lucão,Lucas Alexandre Galdino de Azevedo,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
312,5,110909,15,280,2,7,0.2,6.12,-1.17,7.66,True,guilherme-lopes,Guilherme Lopes,G. Lopes,Guilherme Lopes de Almeida,1,2,8,4,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,1,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
313,15,103295,15,280,4,6,0.9,2.99,-0.11,5.8,True,eric-ramires,Eric Ramires,E. Ramires,Eric dos Santos Rodrigues,1,1,17,13,2,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
314,13,110715,15,280,2,6,0.0,5.26,-1.72,7.1,True,andres-hurtado,Andrés Hurtado,A. Hurtado,José Andrés Hurtado Cheme,0,2,23,18,1,4,4,1,0,6,0,0,1,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
315,12,108133,15,280,5,6,3.4,3.56,0.44,7.11,True,isidro-pitta,Isidro Pitta,I. Pitta,Isidro Miguel Pitta Saldívar,1,3,1,9,3,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
316,13,112886,15,280,5,7,0.0,3.98,0.0,7.65,False,lucas-barbosa,Lucas Barbosa,L. Barbosa,Lucas Henrique Barbosa,2,1,22,24,6,9,12,0,4,0,0,0,1,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
317,1,107744,15,280,4,6,2.3,2.3,0.45,5.45,True,praxedes,Praxedes,Praxedes,Bruno Conceição Praxedes,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
318,8,94067,15,280,4,5,0.0,2.27,0.0,4.9,False,matheus-fernandes,Matheus Fernandes,M. Fernandes,Matheus Fernandes Siqueira,0,1,13,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
319,14,115248,15,280,4,7,0.0,4.13,0.0,7.28,False,jhon-jhon,Jhon Jhon,J. Jhon,Jhonatan dos Santos Rosa,1,2,9,8,4,7,29,2,1,0,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
320,0,100695,15,280,5,6,0.0,0.0,0.0,5.0,False,fernando,Fernando,Fernando,Fernando dos Santos Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
321,9,124239,15,280,5,2,2.6,1.93,0.24,3.81,True,henry-mosquera,Henry Mosquera,H. Mosquera,Henry David Mosquera Sánchez,0,0,5,6,6,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
322,15,132580,15,280,5,2,1.5,3.42,-0.26,5.92,True,vinicinho,Vinicinho,Vinicinho,Vinicius Mendonça Pereira,2,2,16,14,5,5,26,0,4,0,0,1,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
323,15,126977,15,280,6,7,2.32,6.08,-0.41,8.97,True,fernando-seabra,Fernando Seabra,F. Seabra,Fernando Seabra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
324,7,122394,15,280,4,6,3.2,0.76,0.54,2.66,True,gustavinho,Gustavinho,Gustavinho,Gustavo Ribeiro Neves,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
325,0,113690,15,277,1,6,0.0,0.0,0.0,2.0,False,diogenes,Diógenes,Diógenes,Diógenes Vinícius da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
326,8,103014,15,280,5,6,0.5,3.29,-0.72,4.97,True,laquintana,Laquintana,Laquintana,Ignacio Jesús Laquintana Marsico - Nacho,0,0,5,1,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
327,7,84847,15,277,3,7,0.2,2.24,-0.67,4.88,True,luan-peres,Luan Peres,L. Peres,Luan Peres Petroni,0,4,3,10,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
328,6,106434,15,280,3,6,2.0,5.42,-0.14,8.13,True,eduardo-santos,Eduardo Santos,E. Santos,Eduardo Gonzaga Mendes Santos,0,0,8,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
329,8,74187,15,277,4,3,0.2,1.38,-0.27,3.61,True,rincon,Rincón,Rincón,Tomás Eduardo Rincón Hernández,0,3,9,18,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
330,8,117314,15,280,5,6,0.8,1.17,-0.81,2.02,True,thiago-borbas,Thiago Borbas,T. Borbas,Thiago Nicolás Borbas Silva,0,3,1,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
331,7,105213,15,280,2,7,3.4,3.25,0.38,6.15,True,sant-anna,Sant'Anna,Sant'Anna,Ariel Agustín Sant'Anna Quintero,0,2,8,5,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
332,13,102975,15,277,2,7,0.8,5.94,-0.99,9.17,True,escobar,Escobar,Escobar,Gonzalo Daniel Escobar,0,1,42,20,1,5,10,0,0,3,0,0,1,1,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
333,4,93372,15,277,3,7,0.0,4.13,0.0,7.22,False,joao-basso,João Basso,J. Basso,João Othávio Basso,0,1,5,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
334,4,113157,15,280,2,6,0.0,2.13,0.0,4.8,False,nathan-mendes,Nathan Mendes,N. Mendes,Nathan Gabriel de Souza Mendes,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
335,5,97868,15,265,2,6,0.0,2.66,0.0,4.39,False,iago,Iago,Iago,Iago Amaral Borduchi,0,0,4,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
336,12,91866,15,277,3,6,3.8,4.15,0.51,6.89,True,ze-ivaldo,Zé Ivaldo,Z. Ivaldo,José Ivaldo Almeida Silva,0,4,19,13,0,10,9,1,3,2,0,0,0,1,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
337,14,103056,15,277,1,7,6.1,5.63,-0.67,7.43,True,gabriel-brazao,Gabriel Brazão,G. Brazão,Gabriel Nascimento Rezende Brazão - Resende,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,56,17,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
338,13,109899,15,286,5,6,0.5,4.54,-0.28,6.48,True,batalla,Batalla,Batalla,Emerson Geovanny Batalla Martínez - Enmerson,1,2,11,10,5,4,19,3,1,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
339,13,122897,15,280,3,7,0.0,3.46,0.0,6.76,False,guzman-rodriguez,Guzmán Rodríguez,G. Rodríguez,Guzmán Rodríguez Ferrari,0,3,6,9,2,4,6,1,0,5,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
340,6,68923,15,277,3,6,0.0,2.25,0.0,5.06,False,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,0,2,7,7,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
341,0,85425,15,277,1,6,0.0,-1.0,0.0,6.45,False,joao-paulo,João Paulo,J. Paulo,João Paulo Silva Martins,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
342,11,126471,15,277,4,6,5.3,6.19,0.29,10.11,True,barreal,Barreal,Barreal,Álvaro Martín Barreal,0,0,22,8,3,7,9,3,1,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
343,9,77777,15,277,4,7,0.0,2.37,0.0,4.59,False,joao-schmidt,João Schmidt,J. Schmidt,João Felipe Schmidt Urbano,0,3,15,15,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
344,13,124251,15,277,5,7,0.0,1.62,-0.58,3.68,True,deivid-washington,Deivid Washington,D. Washington,Deivid Washington de Souza Eugênio,0,0,2,5,2,4,12,1,1,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
345,11,87470,15,277,4,6,0.1,2.16,-0.22,5.1,True,thaciano,Thaciano,Thaciano,Thaciano Mickael da Silva,0,0,7,2,1,3,6,1,7,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
346,0,115025,15,277,4,6,0.0,0.0,0.0,3.0,False,miguelito,Miguelito,Miguelito,Miguel Àngel Terceros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
347,10,94156,15,277,4,6,4.2,1.53,0.55,4.48,True,diego-pituca,Diego Pituca,D. Pituca,Diego Cristiano Evaristo,0,2,4,6,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
348,5,131516,15,277,2,6,0.0,4.28,0.0,6.05,False,jp-chermont,JP Chermont,J. Chermont,João Pedro Chermont Crema,0,3,14,9,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
349,3,122406,15,277,3,6,0.0,4.23,0.0,6.27,False,luisao,Luisão,Luisão,Luis Fellipe Campos Dória,0,1,5,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
350,0,141868,15,277,2,6,0.0,0.0,0.0,3.0,False,vinicius-lira,Vinicius Lira,V. Lira,Vinicius Rodrigues Lira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
351,12,141754,15,277,4,6,0.0,3.31,0.0,5.57,False,gabriel-bontempo,Gabriel Bontempo,G. Bontempo,Gabriel Morais Silva Bontempo,1,0,18,4,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
352,4,95466,15,277,2,6,3.5,3.8,-0.29,7.59,True,igor-vinicius,Igor Vinícius,I. Vinícius,Igor Vinícius de Souza,0,1,5,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
353,5,117632,15,264,4,7,2.4,3.08,-1.7,15.02,True,garro,Garro,Garro,Rodrigo Garro,0,2,1,2,2,2,13,0,0,0,2,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
354,6,63007,15,277,4,7,3.2,3.23,-1.49,14.88,True,neymar,Neymar,Neymar,Neymar da Silva Santos Júnior,0,1,0,9,4,3,22,1,1,0,0,0,1,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
355,13,39148,15,282,5,6,20.8,6.68,1.89,17.09,True,hulk,Hulk,Hulk,Givanildo Vieira de Souza,2,4,6,16,12,16,30,4,6,0,1,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
356,10,98720,15,264,2,6,2.3,2.72,-0.37,4.77,True,angileri,Angileri,Angileri,Fabrizio Germán Angileri - Fabricio,0,1,11,7,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
357,11,68996,15,265,5,6,0.0,3.05,0.0,6.84,False,willian-jose,Willian José,W. José,Willian José da Silva,1,2,0,3,4,4,3,2,0,0,2,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
358,11,85004,15,265,1,6,0.3,4.35,-0.29,7.14,True,marcos-felipe,Marcos Felipe,M. Felipe,Marcos Felipe de Freitas Monteiro,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,28,9,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
359,12,80313,15,265,2,6,0.2,3.79,-0.51,7.06,True,gilberto,Gilberto,Gilberto,Gilberto Moraes Júnior,0,3,15,10,1,3,5,1,1,3,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
360,11,91772,15,265,3,6,1.2,2.51,0.13,4.62,True,david-duarte,David Duarte,D. Duarte,David de Duarte Macedo,0,1,3,8,1,3,6,0,1,4,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
361,5,71701,15,265,2,6,0.0,1.84,0.0,6.17,False,santiago-arias,Santiago Arias,S. Arias,Santiago Arias Naranjo,0,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
362,0,69051,15,265,1,6,0.0,0.0,0.0,4.0,False,danilo-fernandes,Danilo Fernandes,D. Fernandes,Danilo Fernandes Batista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
363,1,90449,15,265,4,6,0.0,3.9,0.0,4.16,False,rezende,Rezende,Rezende,Júlio César de Rezende Miranda,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
